OBJECTID,SHAPE_Leng,SHAPE_Area,Notes,CLASSIFICA,survey_id,id,X,Y,slope_mean,diff_min,diff_max,diff_mea_1,vol_diff,DI_sum,DI_mean,DI_max,DI_range
"43",12.21889966350,7.25611586087,,3b,,,,,46.935819413926865,-0.416482955217361,0.257099121809006,-0.054973622163137,-0.3900,621.622894287109375,69.069210476345489,105.184806823730469,65.410495758056641
"44",21.53210454890,27.45372051800,,3b,,,,,28.219700960012581,-0.547092437744141,0.061054214835167,-0.277996083864799,-7.6300,1374.344594955444336,52.859407498286323,131.929840087890625,114.407836914062500
"45",6.22843752564,2.13313299560,,3b,,,,,43.844591140747070,-0.061700835824013,0.026334747672081,-0.017683044075966,-0.0300,239.844261169433594,119.922130584716797,139.251388549804688,38.658515930175781
"46",7.19830516107,3.12526276290,,3b,,,,,35.996059417724609,-0.231828704476357,0.027629837393761,-0.059315378467242,-0.1800,148.357135772705078,49.452378590901695,52.380668640136719,4.488445281982422
"47",12.35607483570,8.03758225704,,3b,,,,,36.722596645355225,-0.496990233659744,-0.063020721077919,-0.328197980299592,-2.6300,761.948011398315430,95.243501424789429,188.828598022460938,158.055612564086914
"48",4.70954380658,1.43887908611,,3b,,,,,36.397788450245820,-0.332647353410721,0.188482269644737,-0.156743407640568,-0.2200,371.013182888002689,257.848756390184860,611.568481445312500,408.691528320312500
"50",13.87766675310,11.71461277400,,3b,,,,,32.448210525512692,0.083524689078331,0.475473374128342,0.302947592735291,3.5480,1636.778388977050781,163.677838897705072,392.514282226562500,321.314353942871094
"51",13.79827504340,11.26252943470,2017?,3b,,,,,36.922322654724120,0.108396515250206,0.266124695539474,0.209133891761303,2.3550,1012.305245399475098,101.230524539947510,220.946105957031250,206.475546836853027
"52",23.36545550140,25.77881368460,2017?,3b,,,,,27.342488362238957,0.004285797011107,0.403785675764084,0.199565940733569,5.1440,8383.383738517761230,322.437836096836975,1094.882812500000000,1086.491024971008301
"53",10.53108168870,5.83829164982,2017?,3b,,,,,32.190176010131836,0.195415481925011,0.293161362409592,0.237919595837593,1.3890,679.419242858886719,135.883848571777349,240.754409790039063,206.537956237792969
"54",8.16121632014,3.73809076691,2017?,3b,,,,,32.138796488444008,0.170644745230675,0.306772202253342,0.236892680327098,0.8850,647.224632263183594,215.741544087727874,384.495300292968750,273.088111877441406
"55",7.99955571399,3.93156050800,,3b,,,,,35.344545364379883,0.214818939566612,0.342693299055099,0.265107452869415,1.0420,302.582542419433594,100.860847473144531,161.265487670898438,98.906646728515625
"56",11.72770348780,7.57819774495,,3b,,,,,38.551530293055940,0.061614975333214,0.243726715445518,0.156953796744347,1.1890,2865.222035408020020,409.317433629717129,1286.098754882812500,1278.607636451721191
"58",13.54349371740,6.89617042578,,3b,,,,,37.811786651611328,0.216600403189659,0.371379822492599,0.274721939648901,1.8940,1252.460655212402344,178.922950744628906,505.204254150390625,492.495804786682129
"61",20.15645770080,23.84850983780,blocky,3b,,,,,41.838040571946365,-1.024744033813477,-0.009641662240028,-0.485445255270371,-11.5000,1347.700864791870117,51.834648645841156,96.757537841796875,69.027341842651367
"62",10.13660559320,6.52093491018,blocky,3b,,,,,42.556090763636995,-0.250164061784744,-0.051761642098427,-0.162538272993905,-1.0500,289.341808319091797,41.334544045584543,46.829174041748047,11.590026855468750
"63",5.31855021691,1.86210442333,above another landslide,3b,,,,,51.319805145263672,-1.078298568725586,-0.202676787972450,-0.640487678349018,-1.1900,95.635810852050781,47.817905426025391,49.879165649414063,4.122520446777344
"64",20.98343640410,26.25369928780,blocky,3b,,,,,46.062898282651545,-1.037294387817383,-0.016553893685341,-0.577116867458379,-15.1000,4275.274589538574219,158.343503316243499,317.981658935546875,208.111106872558594
"65",6.70286880351,3.08046418467,small blocky,3b,,,,,48.128446578979492,-0.470138579607010,-0.318222075700760,-0.394180327653885,-1.2100,182.070304870605469,91.035152435302734,96.125045776367188,10.179786682128906
"66",19.90390872190,21.86597100790,blocky,3b,,,,,45.978955768403551,-0.682621002197266,0.148883804678917,-0.244901856535026,-5.3500,1217.780946731567383,57.989568891979403,184.465026855468750,162.887092590332031
"71",11.27055473960,7.96950445474,,3b,,,,,30.550555467605591,-0.549310684204102,-0.382646590471268,-0.446530368179083,-3.5500,479.262575149536133,59.907821893692017,84.846260070800781,63.323389053344727
"72",12.50883467790,11.08269548460,,3b,,,,,29.687399257313121,-0.396879225969315,-0.071014419198036,-0.262878615747799,-2.9100,341.742809295654297,31.067528117786754,41.955272674560547,20.319646835327148
"73",16.58078450150,14.76094790680,,3b,,,,,29.987296513148717,-0.534040451049805,-0.148405089974403,-0.379383246813502,-5.6000,3528.799007415771484,252.057071958269404,480.000213623046875,439.375545501708984
"74",9.87731081541,6.31899602236,,3b,,,,,28.258081912994385,-0.333539992570877,0.037078842520714,-0.122293250635266,-0.7700,404.643535614013672,50.580441951751709,65.207191467285156,34.924156188964844
"75",10.43426922060,6.30932760553,,3b,,,,,32.010718981424965,-0.481771498918533,-0.108589187264442,-0.314967816074689,-1.9800,240.104295730590820,40.017382621765137,55.414398193359375,29.873352050781250
"76",28.09901816510,41.04762754030,,3b,,,,,23.055825927040793,-0.434228926897049,0.062700256705284,-0.265076098794287,-10.8000,1252.222874641418457,28.459610787304964,51.931892395019531,36.653540611267090
"78",8.41197464490,4.32022933448,,3b,,,,,30.722569465637207,-0.462677031755447,-0.208143249154091,-0.358670737594366,-1.5400,3179.826721191406250,794.956680297851563,1133.832031250000000,833.726806640625000
"79",7.57831933135,2.96605740388,llinear slide,3b,,,,,12.688704013824463,-0.826086044311523,-0.605375289916992,-0.715730667114258,-2.1200,72.262876510620117,36.131438255310059,46.735019683837891,21.207162857055664
"80",10.00486034380,7.04238319462,,3b,,,,,25.402179956436157,-0.336715728044510,0.000873550423421,-0.210609935267712,-1.4800,168.991899490356445,21.123987436294556,23.053619384765625,5.124294281005859
"81",10.45724431820,5.69607406420,,3b,,,,,26.009809494018555,-0.395305663347244,-0.056242004036903,-0.240504857897758,-1.3600,149.232154846191406,29.846430969238281,40.984336853027344,20.283691406250000
"82",11.44452451890,7.19770516894,crack in 2017,3b,,,,,25.906449726649694,-0.467988997697830,-0.032653823494911,-0.310001943792616,-2.2300,357.845741271972656,51.120820181710378,71.843193054199219,43.136642456054688
"83",28.04415166710,36.93562213190,one large slump block,3b,,,,,23.328101750966663,-0.677822113037109,0.171087250113487,-0.216915044039991,-8.0100,11635.750621318817139,314.479746522130199,1118.044799804687500,1111.766936302185059
"84",15.82814314910,14.95235206850,linear,3b,,,,,28.440861638387045,-0.720642089843750,-0.013511672616005,-0.493337769309680,-7.3700,671.586120605468750,44.772408040364581,57.953239440917969,25.368450164794922
"85",14.78114066170,12.21626295780,somwhat linear,3b,,,,,27.991438229878742,-0.441862136125565,0.013002380728722,-0.284579460819562,-3.4700,3534.500610351562500,294.541717529296875,492.267486572265625,340.589752197265625
"86",11.06269152600,5.50362189966,linear,3b,,,,,25.367201995849609,-0.465007811784744,-0.138940826058388,-0.320100429654121,-1.7600,407.729095458984375,81.545819091796872,94.241592407226563,21.388839721679688
"87",9.48707372798,5.71445769984,,3b,,,,,29.306849479675293,-0.546392440795898,-0.133363738656044,-0.351729415357113,-2.0000,413.954788208007813,68.992464701334640,136.480514526367188,107.680709838867188
"88",11.51438698800,8.21392855889,slumpy,3b,,,,,28.106567859649658,-0.425523787736893,0.013038620352745,-0.296169070526958,-2.4300,247.025836944580078,30.878229618072510,35.026348114013672,8.352781295776367
"89",9.99136077864,6.98235014078,slumpy or linear???,3b,,,,,28.958033425467356,-0.369861632585526,0.038419708609581,-0.240844479628972,-1.6800,419.604438781738281,59.943491254534038,67.948333740234375,15.049213409423828
"90",11.59507773660,7.24910217009,slump,3b,,,,,26.004649162292480,-0.487472563982010,-0.255893737077713,-0.382542639970779,-2.7700,215.282268524169922,35.880378087361656,41.852741241455078,11.080581665039063
"12",12.83141551530,7.90147590432,,3c,,,,,18.913181032453263,-1.101751327514648,-0.509851455688477,-0.758706774030413,-5.9900,2168.235662460327148,309.747951780046719,1081.831787109375000,1075.810006618499756
"13",18.66311542380,10.71708748130,,3c,,,,,17.736607551574707,-0.849843978881836,-0.219907775521278,-0.617318951835235,-6.6100,2801.228693485260010,233.435724457105010,2590.882812500000000,2585.498760223388672
"49",19.31247906400,22.84992037760,,3c,,,,,29.879577203230426,-0.529396057128906,0.186140045523643,-0.172262473539873,-3.9300,7960.652825355529785,361.847855697978616,820.865234375000000,806.638580322265625
"69",14.92556056340,14.33820221290,blocky,3c,,,,,25.590719076303337,-0.494001418352127,-0.186140075325966,-0.356812283396721,-5.1100,647.816787719726563,49.832060593825119,118.196426391601563,103.609722137451172
"77",17.41204078270,18.52968614380,,3c,,,,,45.150193452835083,-0.864257812500000,0.046859726309776,-0.420042290352285,-7.7800,459.122440338134766,28.695152521133423,115.437545776367188,106.109588623046875
"91",4.91479040725,1.72923025993,above 2017 slide,3c,,,,,24.389808654785156,-0.490350753068924,-0.305439025163651,-0.385886540015539,-0.6600,1534.266967773437500,511.422322591145814,611.344787597656250,241.389831542968750
"92",4.02583610265,1.08313957507,above 2017 slide,3c,,,,,30.187922020537727,-0.456930190324783,-0.041816726326942,-0.364639225687619,-0.3900,219.628183162144410,202.769973731186980,232.032440185546875,145.890136718750000
"59",6.15275695716,2.25390206364,,3a,,,,,35.942375818888344,-0.376092940568924,0.007801040541381,-0.153596898075193,-0.3400,6816.664649963378906,2272.221549987792969,5908.305664062500000,5809.917808532714844
"67",20.49498834390,25.68660660180,blocky,3a,,,,,29.045800942641037,-0.480701476335526,0.024768814444542,-0.338493227958679,-8.6900,1659.781620025634766,63.837754616370567,113.601409912109375,87.834650039672852
"68",15.65639374440,12.87343996510,,3a,,,,,41.933455228805542,-0.307922393083572,0.235605224967003,-0.093355195625918,-1.2000,647.567258834838867,40.472953677177429,50.300983428955078,18.942018508911133
"70",9.37916598214,5.42602840518,blocky,3a,,,,,33.384541320800778,-0.443033248186111,-0.218267455697060,-0.324766182899475,-1.7600,310.536640167236328,62.107328033447267,100.805854797363281,62.044254302978516
"26",12.08940705550,8.38018252044,appears that slide is beneath tree,2c,,,,,30.138294431898331,-0.695861816406250,0.016000732779503,-0.306171851025687,-2.5600,577.750366210937500,64.194485134548614,82.494140625000000,39.950771331787109
"35",22.84813830690,33.28487182880,,2c,,,,,43.114247785295760,-0.769615173339844,0.064912781119347,-0.439738151005336,-14.6000,1891.238048553466797,54.035372815813339,79.004814147949219,38.597972869873047
"36",9.96749917414,6.75956605607,,2c,,,,,43.554702758789063,-0.799257278442383,-0.218622222542763,-0.577543643116951,-3.9000,593.542114257812500,118.708422851562503,140.849639892578125,53.627365112304688
"37",8.09896988240,3.59576212873,,2c,,,,,42.876824378967285,-0.393163710832596,-0.043991103768349,-0.293403174728155,-1.0500,183.322635650634766,45.830658912658691,62.445495605468750,26.194892883300781
"38",13.73292036130,10.47098665390,,2c,,,,,38.011388397216798,-0.416711837053299,0.072042450308800,-0.213130590366200,-2.2300,2179.630004882812500,217.963000488281239,247.382156372070313,90.489166259765625
"39",14.65194993920,12.14972237810,,2c,,,,,29.927786913785067,-0.573841094970703,-0.183734908699989,-0.439250795678659,-5.3300,1498.622619628906250,136.238419966264217,203.909667968750000,127.495819091796875
"101",18.69161119400,18.78345213290,,2c,,,,,21.757219314575195,-0.482662230730057,0.115594848990440,-0.290488549015101,-5.4500,6036.032363891601563,355.060727287741258,597.838012695312500,372.131454467773438
"1",34.26656497830,50.95512873030,,2b,,,,,22.641860637664795,-0.416971236467361,0.485883682966232,-0.113106824771967,-5.7600,7845.336120605468750,156.906722412109389,327.174377441406250,262.472373962402344
"3",7.59009274869,3.84341820068,,2b,,,,,27.416747570037842,-0.039400115609169,0.200548157095909,0.099551662802696,0.3820,480.744461059570313,120.186115264892578,162.534133911132813,83.363792419433594
"4",25.19224139200,40.79185804220,,2b,,,,,25.254347080137670,-0.478548079729080,0.218872055411339,-0.226224829158859,-9.2200,5814.537704467773438,141.817992791896927,168.696731567382813,81.098777770996094
"5",26.38546767990,33.85848707280,,2b,,,,,22.507268105783769,-0.331562072038651,0.203948959708214,-0.172434979869473,-5.8300,5484.611419677734375,176.922949021862394,351.240417480468750,302.441593170166016
"6",9.23050494539,4.83598096762,,2b,,,,,27.421922683715820,-0.353912383317947,0.125747665762901,-0.087109584361315,-0.4200,444.708511352539063,111.177127838134766,147.911712646484375,71.381561279296875
"7",13.21173240260,8.78765598938,,2b,,,,,28.150730371475220,-0.268171340227127,0.043262466788292,-0.140549678355455,-1.2300,566.809307098388672,70.851163387298584,97.589965820312500,39.165473937988281
"8",6.07675512045,2.26066985003,,2b,,,,,27.587768554687500,-0.200120940804482,-0.026426330208778,-0.113273635506630,-0.2500,286.496353149414063,143.248176574707031,222.620895385742188,158.745437622070313
"9",5.14332419847,1.78554273919,,2b,,,,,29.623622894287109,-0.103984847664833,-0.102266326546669,-0.103125587105751,-0.1800,174.456016540527344,87.228008270263672,93.540740966796875,12.625465393066406
"10",10.24660249010,4.77025273750,,2b,,,,,23.429211139678955,-0.331022292375565,-0.154951110482216,-0.264403365552425,-1.2600,162.487764358520508,40.621941089630127,53.924346923828125,22.231321334838867
"11",10.07290150680,5.43654280158,,2b,,,,,23.763910293579102,-0.289241820573807,0.184816345572472,-0.132399578889211,-0.7100,414.184803009033203,69.030800501505539,121.460494995117188,74.314773559570313
"100",20.53767834780,22.69297066610,,2b,,,,,26.667754364013671,-0.412641555070877,0.031646713614464,-0.229313223958015,-5.2000,10667.962387084960938,426.718495483398442,628.633239746093750,455.154205322265625
"2",15.53469243930,6.32153744883,,2b,,,,,22.163044248308456,-0.469085723161697,-0.140344634652138,-0.336797739778246,-2.1200,1652.591690063476563,236.084527151925215,252.917343139648438,28.357757568359375
"3",16.21729142540,8.35776571608,,2b,,,,,23.522475984361435,-0.385103255510330,-0.097967162728310,-0.256137023369471,-2.1400,1878.381423950195313,208.709047105577270,240.932769775390625,74.909042358398438
"4",38.94834492290,60.23335412110,,2b,,,,,22.780346775054930,-0.590200424194336,0.240821823477745,-0.258335231244564,-15.5000,15824.309204101562500,263.738486735026015,677.304748535156250,538.755645751953125
"5",19.86631174680,15.85329738540,,2b,,,,,23.774649556477865,-0.494504958391190,0.114301666617393,-0.307882843445986,-4.8800,2346.841789245605469,156.456119283040351,242.241500854492188,121.418067932128906
"6",16.95259646720,17.13479361420,,2b,,,,,25.872736394405365,-0.417198210954666,-0.040082946419716,-0.269854689948261,-4.6200,3884.960372924804688,242.810023307800293,396.054962158203125,289.325668334960938
"8",23.89139104630,36.58358202560,,2b,,,,,23.529870722028946,-0.382993727922440,0.131534561514854,-0.177739110257890,-6.5000,3714.165081024169922,103.171252250671387,236.954116821289063,185.513774871826172
"9",50.04259953920,114.12138600400,,2b,,,,,23.440947877949682,-0.529241561889648,0.261169403791428,-0.208381707052530,-23.7000,18782.645744323730469,161.919359864859757,425.849548339843750,346.163337707519531
"10",18.72169894660,18.51319220260,,2b,,,,,25.577282587687176,-0.494648009538651,0.036342605948448,-0.306784443557262,-5.6700,2827.256599426269531,157.069811079237184,207.536117553710938,123.836906433105469
"11",16.02019841560,15.68353536450,,2b,,,,,24.579344969529373,-0.346214324235916,0.077350601553917,-0.170146521467429,-2.6600,2001.914985656738281,153.993460435133727,185.531082153320313,69.052238464355469
"12",18.20162666100,22.54187303420,,2b,,,,,23.291200002034504,-0.381263762712479,0.242349609732628,-0.099967180440823,-2.2500,4008.320930480957031,167.013372103373200,224.901123046875000,132.705360412597656
"13",13.57009035120,7.77717032844,,2b,,,,,23.420166969299316,-0.385602980852127,0.062156662344933,-0.166731139644980,-1.2900,746.095355987548828,93.261919498443604,136.275115966796875,75.321430206298828
"14",24.78320431800,26.11569287420,,2b,,,,,23.114126134801793,-0.648674011230469,0.001613601692952,-0.344711744687865,-9.0000,3070.174176216125488,113.710154674671315,800.512329101562500,784.566115379333496
"15",7.23454892887,3.24430525830,,2b,,,,,32.591429710388184,-0.179552093148232,-0.115278258919716,-0.147415176033974,-0.4700,176.099678039550781,88.049839019775391,91.597160339355469,7.094642639160156
"16",4.45743393202,1.21039822960,,2b,,,,,28.251287542826450,-0.024684920907021,0.150056824088097,0.038792948164095,0.0470,93.160801336878009,76.967066764339037,104.302337646484375,47.848289489746094
"17",17.20240655570,17.01998161780,,2b,,,,,25.264838006761337,-0.405700713396072,0.173633560538292,-0.148312482568953,-2.5200,2623.058876037597656,145.725493113199860,207.116867065429688,114.785743713378906
"18",20.21576079910,27.56002829180,,2b,,,,,25.862590332031250,-0.508489608764648,0.461452454328537,-0.205203878297470,-5.6500,4427.624252319335938,177.104970092773442,243.171707153320313,169.627792358398438
"19",9.39573712480,5.49503213731,,2b,,,,,27.598350906372069,-0.309680968523026,-0.007198349107057,-0.194398519489914,-1.0600,603.655349731445313,120.731069946289068,148.201721191406250,54.265403747558594
"20",13.98798352910,10.17053276080,,2b,,,,,22.737735960218643,-0.411060363054276,0.048971161246300,-0.177161342567868,-1.8000,3474.103843688964844,386.011538187662779,634.011108398437500,525.266288757324219
"21",12.81707907950,5.13524753306,,2b,,,,,23.674186388651531,-0.362981826066971,0.061183914542198,-0.187398294607798,-0.9600,1682.432327270507813,280.405387878417969,393.268890380859375,202.391159057617188
"22",18.16829531910,18.03099003780,,2b,,,,,26.601301754222195,-0.544744491577148,0.177381500601768,-0.238672167939298,-4.3000,2395.247192382812500,140.896893669577196,241.814468383789063,159.918693542480469
"25",11.29482443170,8.48552626359,,2b,,,,,24.164137946234810,-0.431343108415604,0.183757767081261,-0.154278667436706,-1.3000,724.306221008300781,80.478469000922303,112.489471435546875,49.966567993164063
"23",11.23595159640,7.04591889690,,2a,,,,,30.181413105555944,-0.349723845720291,0.151828750967979,-0.093353018164635,-0.6500,865.046287536621094,123.578041076660156,197.808212280273438,111.482643127441406
"24",6.49981902276,2.49548850467,,2a,,,,,34.500088691711426,-0.217542663216591,0.172138199210167,0.070605263113976,0.1760,800.717056274414063,200.179264068603516,223.906494140625000,54.099182128906250
"7",25.97647703660,24.12687970870,,2a,,,,,28.367424240112303,-0.421892195940018,0.179199203848839,-0.087787952423096,-2.1100,7689.432502746582031,307.577300109863302,854.575866699218750,780.006401062011719
